ranking,nombre,n,porcentaje,porcentaje_acum,año,sexo
 58,AARON,11, 0.34,63.44,2016,m
 53,AARON,14, 0.41,63.92,2015,m
 54,AARON,15, 0.44,62.63,2014,m
 69,AARON,10, 0.29,69.39,2013,m
 62,AARON,12, 0.30,68.24,2012,m
 49,AARON,18, 0.44,64.55,2011,m
 47,AARON,21, 0.53,64.10,2010,m
 42,AARON,25, 0.59,61.81,2009,m
 37,AARON,29, 0.69,58.91,2008,m
 50,AARON,18, 0.44,66.76,2007,m
 46,AARON,21, 0.53,66.34,2006,m
 88,ABEL,6, 0.19,71.59,2016,m
 64,ABEL,11, 0.33,68.03,2015,m
 106,ABEL,6, 0.18,76.96,2014,m
 80,ABEL,8, 0.23,72.41,2013,m
 73,ABEL,10, 0.25,71.46,2012,m
 70,ABEL,11, 0.27,71.79,2011,m
 71,ABEL,11, 0.28,73.12,2010,m
 108,ABEL,5, 0.12,81.31,2009,m
 71,ABEL,11, 0.26,73.17,2008,m
 62,ABEL,13, 0.32,71.37,2007,m
 85,ABEL,7, 0.18,78.32,2006,m
 98,ABRAHAM,5, 0.16,73.43,2016,m
 100,ABRAHAM,5, 0.15,76.55,2015,m
 81,ABRAHAM,8, 0.23,72.64,2013,m
 74,ABRAHAM,10, 0.25,71.72,2012,m
 91,ABRAHAM,7, 0.16,78.83,2009,m
 103,ABRAHAM,5, 0.12,79.24,2008,m
 80,ABRAHAM,8, 0.19,76.34,2007,m
 104,ABRAHAM,5, 0.13,81.24,2006,m
 92,ABRIL,7, 0.19,74.15,2006,f
 93,ABRIL,7, 0.17,72.16,2008,f
 92,ABRIL,7, 0.18,71.04,2010,f
 78,ABRIL,9, 0.25,69.08,2012,f
 105,ABRIL,5, 0.15,74.46,2013,f
 64,ABRIL,8, 0.26,66.04,2015,f
 66,ABRIL,10, 0.32,62.44,2016,f
 81,ADAM,7, 0.22,70.08,2016,m
 75,ADAM,9, 0.26,71.12,2013,m
 98,ADAM,7, 0.18,76.86,2012,m
 97,ADAM,6, 0.14,79.79,2009,m
 104,ADAM,5, 0.12,79.36,2008,m
 110,ADAN,5, 0.15,77.64,2014,m
 102,ADAN,6, 0.15,80.36,2007,m
 105,ADOLFO,5, 0.12,79.48,2008,m
 11,ADRIAN,55, 1.73,27.47,2016,m
 7,ADRIAN,73, 2.16,19.25,2015,m
 11,ADRIAN,60, 1.76,26.91,2014,m
 10,ADRIAN,62, 1.82,24.83,2013,m
 6,ADRIAN,100, 2.52,16.81,2012,m
 7,ADRIAN,109, 2.69,20.82,2011,m
 7,ADRIAN,94, 2.38,19.05,2010,m
 4,ADRIAN,124, 2.91,12.63,2009,m
 7,ADRIAN,115, 2.74,21.23,2008,m
 7,ADRIAN,106, 2.58,20.74,2007,m
 2,ADRIAN,129, 3.24,7.46,2006,m
 24,ADRIANA,36, 0.97,46.16,2006,f
 27,ADRIANA,32, 0.83,48.27,2007,f
 22,ADRIANA,39, 0.94,41.13,2008,f
 17,ADRIANA,47, 1.16,35.19,2009,f
 14,ADRIANA,46, 1.21,29.3,2010,f
 9,ADRIANA,69, 1.85,22.72,2011,f
 16,ADRIANA,45, 1.23,32.94,2012,f
 28,ADRIANA,32, 0.98,45.34,2013,f
 18,ADRIANA,41, 1.29,34.32,2014,f
 14,ADRIANA,44, 1.43,27.91,2015,f
 28,ADRIANA,27, 0.86,42.22,2016,f
 109,AFRICA,5, 0.13,76.65,2006,f
 85,AFRICA,8, 0.21,72.87,2007,f
 106,AFRICA,6, 0.14,74.33,2008,f
 80,AFRICA,8, 0.20,69.26,2009,f
 93,AFRICA,7, 0.18,71.23,2010,f
 81,AFRICA,8, 0.21,69.65,2011,f
 85,AFRICA,8, 0.22,70.75,2012,f
 86,AFRICA,6, 0.18,71.18,2013,f
 90,AFRICA,6, 0.19,72.05,2014,f
 82,AFRICA,6, 0.20,70.33,2015,f
 70,AIDA,11, 0.30,69.13,2006,f
 100,AIDA,6, 0.16,75.69,2007,f
 107,AIDA,6, 0.14,74.47,2008,f
 82,AIDA,8, 0.21,68.97,2010,f
 85,AIDA,7, 0.19,70.48,2011,f
 101,AIMAR,5, 0.15,76.69,2015,m
 32,AINARA,25, 0.67,52.55,2006,f
 40,AINARA,21, 0.54,57.12,2007,f
 33,AINARA,30, 0.72,50.52,2008,f
 45,AINARA,21, 0.52,57.56,2009,f
 32,AINARA,30, 0.79,47.41,2010,f
 42,AINARA,19, 0.51,56.22,2011,f
 37,AINARA,24, 0.66,53.08,2012,f
 36,AINARA,27, 0.83,52.45,2013,f
 48,AINARA,17, 0.53,60.79,2014,f
 46,AINARA,16, 0.52,59.34,2015,f
 57,AINARA,12, 0.38,59.3,2016,f
 116,AINHARA,5, 0.13,75.08,2010,f
 42,AINHOA,18, 0.48,58.09,2006,f
 29,AINHOA,30, 0.78,49.86,2007,f
 53,AINHOA,16, 0.39,60.78,2008,f
 31,AINHOA,33, 0.81,48.77,2009,f
 46,AINHOA,21, 0.55,56.63,2010,f
 34,AINHOA,26, 0.70,51.52,2011,f
 35,AINHOA,27, 0.74,51.71,2012,f
 39,AINHOA,25, 0.77,54.78,2013,f
 46,AINHOA,19, 0.60,59.69,2014,f
 52,AINHOA,13, 0.42,62.13,2015,f
 34,AINHOA,23, 0.73,46.91,2016,f
 112,AINOA,5, 0.12,74.57,2009,f
 23,AITANA,37, 0.99,45.19,2006,f
 14,AITANA,53, 1.37,33.54,2007,f
 23,AITANA,39, 0.94,42.07,2008,f
 14,AITANA,52, 1.28,31.51,2009,f
 21,AITANA,42, 1.10,37.29,2010,f
 25,AITANA,39, 1.05,44.1,2011,f
 30,AITANA,32, 0.88,47.74,2012,f
 34,AITANA,28, 0.86,50.8,2013,f
 41,AITANA,23, 0.72,56.46,2014,f
 41,AITANA,22, 0.72,56.18,2015,f
 39,AITANA,20, 0.63,50.4,2016,f
 54,AITOR,12, 0.38,61.97,2016,m
 59,AITOR,12, 0.35,66.28,2015,m
 51,AITOR,16, 0.47,61.31,2014,m
 37,AITOR,23, 0.68,54.89,2013,m
 42,AITOR,22, 0.55,59.92,2012,m
 27,AITOR,33, 0.81,49.91,2011,m
 29,AITOR,37, 0.94,52.12,2010,m
 36,AITOR,30, 0.70,57.96,2009,m
 35,AITOR,31, 0.74,57.51,2008,m
 30,AITOR,35, 0.85,54.02,2007,m
 55,AITOR,15, 0.38,70.36,2006,m
 93,ALAN,6, 0.18,75.33,2015,m
 112,ALAN,5, 0.15,77.93,2014,m
 89,ALAN,7, 0.21,74.49,2013,m
 4,ALBA,116, 3.12,14.75,2006,f
 7,ALBA,89, 2.31,22.13,2007,f
 6,ALBA,103, 2.49,19.25,2008,f
 7,ALBA,84, 2.07,20.44,2009,f
 7,ALBA,78, 2.04,18.66,2010,f
 11,ALBA,60, 1.61,26,2011,f
 5,ALBA,85, 2.33,14.45,2012,f
 4,ALBA,76, 2.33,10.73,2013,f
 8,ALBA,65, 2.04,19.2,2014,f
 9,ALBA,60, 1.95,19.97,2015,f
 7,ALBA,60, 1.90,16.77,2016,f
 75,ALBERTO,8, 0.25,68.61,2016,m
 77,ALBERTO,8, 0.24,71.81,2015,m
 64,ALBERTO,12, 0.35,66.50,2014,m
 53,ALBERTO,15, 0.44,63.90,2013,m
 75,ALBERTO,10, 0.25,71.97,2012,m
 75,ALBERTO,10, 0.25,73.12,2011,m
 66,ALBERTO,12, 0.30,71.62,2010,m
 49,ALBERTO,20, 0.47,65.52,2009,m
 57,ALBERTO,16, 0.38,68.86,2008,m
 37,ALBERTO,30, 0.73,59.62,2007,m
 41,ALBERTO,22, 0.55,63.70,2006,m
 96,ALDARA,6, 0.16,72.52,2011,f
 99,ALEIX,5, 0.15,76.34,2013,m
 41,ALEJANDRA,19, 0.51,57.6,2006,f
 41,ALEJANDRA,21, 0.54,57.67,2007,f
 31,ALEJANDRA,32, 0.77,49.05,2008,f
 28,ALEJANDRA,37, 0.91,46.17,2009,f
 36,ALEJANDRA,27, 0.71,50.39,2010,f
 31,ALEJANDRA,29, 0.78,49.29,2011,f
 32,ALEJANDRA,30, 0.82,49.41,2012,f
 40,ALEJANDRA,24, 0.74,55.52,2013,f
 38,ALEJANDRA,25, 0.78,54.23,2014,f
 24,ALEJANDRA,34, 1.11,40.66,2015,f
 21,ALEJANDRA,31, 0.98,35.78,2016,f
 10,ALEJANDRO,57, 1.79,25.91,2016,m
 9,ALEJANDRO,70, 2.07,23.43,2015,m
 9,ALEJANDRO,62, 1.82,23.36,2014,m
 9,ALEJANDRO,65, 1.91,23.01,2013,m
 10,ALEJANDRO,87, 2.19,25.94,2012,m
 4,ALEJANDRO,122, 3.01,12.42,2011,m
 5,ALEJANDRO,106, 2.69,14.14,2010,m
 11,ALEJANDRO,90, 2.11,28.78,2009,m
 10,ALEJANDRO,95, 2.26,28.16,2008,m
 2,ALEJANDRO,129, 3.14,6.34,2007,m
 5,ALEJANDRO,120, 3.01,16.70,2006,m
 89,ALEJO,6, 0.19,71.77,2016,m
 100,ALEJO,5, 0.15,76.49,2013,m
 16,ALEX,42, 1.32,34.30,2016,m
 21,ALEX,37, 1.09,42.03,2015,m
 24,ALEX,34, 1.00,43.20,2014,m
 29,ALEX,30, 0.88,48.66,2013,m
 30,ALEX,34, 0.86,51.65,2012,m
 40,ALEX,28, 0.69,59.60,2011,m
 26,ALEX,43, 1.09,49.10,2010,m
 29,ALEX,39, 0.92,52.58,2009,m
 36,ALEX,30, 0.71,58.22,2008,m
 38,ALEX,27, 0.66,60.28,2007,m
 35,ALEX,29, 0.73,59.96,2006,m
 78,ALEXANDER,8, 0.24,72.05,2015,m
 90,ALEXANDER,7, 0.21,74.70,2013,m
 92,ALEXANDER,7, 0.16,78.99,2009,m
 109,ALEXANDER,5, 0.12,81.36,2007,m
 117,ALEXANDRA,5, 0.13,75.21,2010,f
 110,ALEXANDRA,5, 0.14,75.24,2012,f
 114,ALEXIA,5, 0.12,75.46,2008,f
 90,ALEXIA,7, 0.17,71.21,2009,f
 75,ALEXIA,9, 0.24,67.35,2010,f
 97,ALEXIA,6, 0.16,73.13,2012,f
 82,ALEXIA,7, 0.21,70.36,2013,f
 95,ALEXIA,5, 0.16,72.87,2014,f
 83,ALEXIA,6, 0.20,70.53,2015,f
 104,ALEXIA,5, 0.16,71.41,2016,f
 123,ALEXIS,5, 0.15,79.54,2014,m
 94,ALFONSO,6, 0.18,75.51,2015,m
 111,ALFONSO,5, 0.15,77.78,2014,m
 84,ALFONSO,8, 0.20,74.06,2012,m
 104,ALFONSO,6, 0.15,79.28,2011,m
 87,ALFONSO,8, 0.19,78.10,2009,m
 88,ALFONSO,7, 0.17,77.03,2008,m
 67,ALFONSO,12, 0.29,72.93,2007,m
 72,ALFONSO,10, 0.25,75.43,2006,m
 27,ALICIA,32, 0.86,48.84,2006,f
 44,ALICIA,18, 0.47,59.14,2007,f
 29,ALICIA,34, 0.82,47.48,2008,f
 18,ALICIA,47, 1.16,36.35,2009,f
 15,ALICIA,45, 1.18,30.48,2010,f
 30,ALICIA,30, 0.81,48.51,2011,f
 23,ALICIA,39, 1.07,40.9,2012,f
 24,ALICIA,35, 1.07,41.32,2013,f
 27,ALICIA,32, 1.00,44.48,2014,f
 21,ALICIA,37, 1.20,37.18,2015,f
 18,ALICIA,36, 1.14,32.71,2016,f
 111,ALMA,5, 0.13,77.38,2007,f
 94,ALMA,7, 0.18,71.41,2010,f
 56,ALMA,14, 0.38,62.61,2011,f
 52,ALMA,14, 0.38,60.82,2012,f
 90,ALMA,6, 0.18,71.92,2013,f
 50,ALMA,15, 0.47,61.76,2014,f
 53,ALMA,13, 0.42,62.56,2015,f
 59,ALMA,11, 0.35,60.03,2016,f
 100,ALONSO,5, 0.16,73.75,2016,m
 69,ALONSO,10, 0.30,69.62,2015,m
 92,ALONSO,8, 0.23,74.30,2014,m
 82,ALONSO,8, 0.23,72.88,2013,m
 113,ALONSO,5, 0.13,79.23,2012,m
 113,ALONSO,5, 0.12,80.59,2011,m
 89,ALONSO,7, 0.18,79.03,2006,m
 13,ALVARO,55, 1.72,30.26,2016,m
 8,ALVARO,71, 2.10,21.35,2015,m
 12,ALVARO,58, 1.70,28.60,2014,m
 12,ALVARO,55, 1.61,28.09,2013,m
 5,ALVARO,105, 2.65,14.29,2012,m
 6,ALVARO,112, 2.76,18.13,2011,m
 9,ALVARO,82, 2.08,23.28,2010,m
 7,ALVARO,101, 2.37,19.91,2009,m
 6,ALVARO,116, 2.76,18.50,2008,m
 8,ALVARO,101, 2.46,23.20,2007,m
 11,ALVARO,83, 2.08,31.57,2006,m
 92,AMAIA,5, 0.16,72.25,2015,f
 105,AMAIA,5, 0.16,71.57,2016,f
 83,AMANDA,9, 0.22,70.15,2008,f
 96,AMANDA,6, 0.15,72.22,2009,f
 104,AMANDA,6, 0.16,73.22,2010,f
 79,AMANDA,9, 0.25,69.33,2012,f
 93,AMANDA,6, 0.18,72.47,2013,f
 80,AMANDA,7, 0.22,70.14,2014,f
 93,AMANDA,5, 0.16,72.41,2015,f
 94,AMAYA,7, 0.17,72.33,2008,f
 105,AMAYA,6, 0.16,73.38,2010,f
 94,AMAYA,5, 0.16,72.58,2015,f
 115,AMELIA,5, 0.12,75.59,2008,f
 111,AMELIA,5, 0.14,75.38,2012,f
 13,ANA,52, 1.40,33.45,2006,f
 15,ANA,53, 1.37,34.92,2007,f
 24,ANA,38, 0.92,42.98,2008,f
 19,ANA,44, 1.09,37.43,2009,f
 28,ANA,32, 0.84,44.13,2010,f
 26,ANA,34, 0.91,45.02,2011,f
 26,ANA,37, 1.01,44.02,2012,f
 17,ANA,42, 1.29,33.17,2013,f
 25,ANA,34, 1.07,42.44,2014,f
 25,ANA,34, 1.11,41.77,2015,f
 26,ANA,28, 0.89,40.48,2016,f
 88,ANA MARIA,7, 0.19,73.4,2006,f
 101,ANDER,5, 0.16,73.90,2016,m
 114,ANDER,5, 0.12,80.71,2011,m
 17,ANDREA,48, 1.29,38.8,2006,f
 10,ANDREA,61, 1.58,27.91,2007,f
 14,ANDREA,49, 1.18,32.36,2008,f
 22,ANDREA,40, 0.99,40.47,2009,f
 33,ANDREA,30, 0.79,48.19,2010,f
 32,ANDREA,29, 0.78,50.07,2011,f
 29,ANDREA,33, 0.90,46.87,2012,f
 43,ANDREA,22, 0.67,57.57,2013,f
 37,ANDREA,26, 0.82,53.45,2014,f
 60,ANDREA,9, 0.29,64.9,2015,f
 60,ANDREA,11, 0.35,60.38,2016,f
 90,ANDRES,6, 0.19,71.96,2016,m
 60,ANDRES,12, 0.35,66.64,2015,m
 43,ANDRES,18, 0.53,57.30,2014,m
 61,ANDRES,11, 0.32,66.83,2013,m
 48,ANDRES,18, 0.45,62.89,2012,m
 64,ANDRES,12, 0.30,70.04,2011,m
 39,ANDRES,26, 0.66,59.41,2010,m
 31,ANDRES,34, 0.80,54.23,2009,m
 39,ANDRES,28, 0.67,60.27,2008,m
 47,ANDRES,20, 0.49,65.35,2007,m
 42,ANDRES,21, 0.53,64.23,2006,m
 38,ANGEL,25, 0.79,54.23,2016,m
 34,ANGEL,25, 0.74,53.56,2015,m
 44,ANGEL,18, 0.53,57.83,2014,m
 41,ANGEL,21, 0.62,57.50,2013,m
 36,ANGEL,27, 0.68,56.24,2012,m
 28,ANGEL,33, 0.81,50.73,2011,m
 32,ANGEL,31, 0.79,54.57,2010,m
 30,ANGEL,36, 0.85,53.43,2009,m
 30,ANGEL,37, 0.88,53.56,2008,m
 34,ANGEL,33, 0.80,57.33,2007,m
 39,ANGEL,23, 0.58,62.60,2006,m
 22,ANGELA,38, 1.02,44.2,2006,f
 22,ANGELA,42, 1.09,43.19,2007,f
 19,ANGELA,45, 1.09,38.08,2008,f
 26,ANGELA,38, 0.94,44.32,2009,f
 31,ANGELA,31, 0.81,46.62,2010,f
 39,ANGELA,21, 0.56,54.61,2011,f
 22,ANGELA,40, 1.09,39.84,2012,f
 23,ANGELA,36, 1.10,40.25,2013,f
 22,ANGELA,37, 1.16,39.15,2014,f
 35,ANGELA,26, 0.85,51.4,2015,f
 51,ANGELA,13, 0.41,56.86,2016,f
 60,ANTON,11, 0.34,64.13,2016,m
 107,ANTON,6, 0.18,77.14,2014,m
 101,ANTON,5, 0.15,76.64,2013,m
 104,ANTON,6, 0.15,77.89,2012,m
 83,ANTON,9, 0.22,75.07,2011,m
 109,ANTON,5, 0.12,81.43,2009,m
 106,ANTON,5, 0.12,79.60,2008,m
 110,ANTON,5, 0.12,81.48,2007,m
 68,ANTONIO,9, 0.28,66.67,2016,m
 61,ANTONIO,12, 0.35,66.99,2015,m
 66,ANTONIO,12, 0.35,67.20,2014,m
 70,ANTONIO,10, 0.29,69.68,2013,m
 53,ANTONIO,16, 0.40,65.04,2012,m
 57,ANTONIO,15, 0.37,67.80,2011,m
 56,ANTONIO,15, 0.38,68.10,2010,m
 47,ANTONIO,21, 0.49,64.55,2009,m
 62,ANTONIO,13, 0.31,70.55,2008,m
 63,ANTONIO,13, 0.32,71.69,2007,m
 57,ANTONIO,13, 0.33,71.06,2006,m
 102,ARES,5, 0.16,74.06,2016,m
 104,ARES,6, 0.18,76.61,2014,m
 110,ARES,5, 0.12,81.55,2009,m
 50,ARIADNA,17, 0.46,61.82,2006,f
 56,ARIADNA,14, 0.36,64.31,2007,f
 48,ARIADNA,17, 0.41,58.75,2008,f
 60,ARIADNA,14, 0.35,64.02,2009,f
 59,ARIADNA,13, 0.34,62.68,2010,f
 53,ARIADNA,15, 0.40,61.43,2011,f
 47,ARIADNA,18, 0.49,58.69,2012,f
 47,ARIADNA,18, 0.55,59.96,2013,f
 34,ARIADNA,28, 0.88,50.97,2014,f
 42,ARIADNA,22, 0.72,56.9,2015,f
 47,ARIADNA,16, 0.51,54.99,2016,f
 116,ARIANA,5, 0.12,75.71,2008,f
 86,ARIANA,6, 0.19,71.3,2014,f
 76,ARIANA,8, 0.25,65.39,2016,f
 51,AROA,17, 0.46,62.28,2006,f
 74,AROA,10, 0.26,70.17,2007,f
 75,AROA,11, 0.27,68.17,2008,f
 57,AROA,16, 0.40,62.91,2009,f
 50,AROA,19, 0.50,58.7,2010,f
 45,AROA,18, 0.48,57.72,2011,f
 65,AROA,12, 0.33,65.47,2012,f
 83,AROA,7, 0.21,70.57,2013,f
 99,AROA,5, 0.16,73.49,2014,f
 84,AROA,6, 0.20,70.72,2015,f
 79,ARTURO,8, 0.24,72.29,2015,m
 100,ARTURO,6, 0.18,75.91,2014,m
 83,ARTURO,8, 0.23,73.11,2013,m
 85,ARTURO,8, 0.20,74.26,2012,m
 84,ARTURO,9, 0.22,75.29,2011,m
 63,ARTURO,13, 0.31,70.86,2008,m
 59,ARTURO,14, 0.34,70.37,2007,m
 67,ARTURO,11, 0.28,74.10,2006,m
 63,ASIER,10, 0.31,65.13,2016,m
 62,ASIER,12, 0.35,67.35,2015,m
 56,ASIER,14, 0.41,63.45,2014,m
 44,ASIER,20, 0.59,59.32,2013,m
 59,ASIER,13, 0.33,67.28,2012,m
 76,ASIER,10, 0.25,73.37,2011,m
 63,ASIER,13, 0.33,70.66,2010,m
 69,ASIER,13, 0.31,73.66,2009,m
 76,ASIER,10, 0.24,74.46,2008,m
 54,ASIER,17, 0.41,68.49,2007,m
 56,ASIER,15, 0.38,70.74,2006,m
 103,ASUR,6, 0.18,76.44,2014,m
 76,ASUR,9, 0.26,71.38,2013,m
 84,ASUR,8, 0.20,76.41,2010,m
 93,ASUR,7, 0.16,79.15,2009,m
 85,ASUR,8, 0.19,76.48,2008,m
 103,ASUR,6, 0.15,80.51,2007,m
 83,AURORA,8, 0.21,69.18,2010,f
 93,AURORA,6, 0.19,69.35,2016,f
 103,AXEL,5, 0.16,74.22,2016,m
 95,AZAHARA,5, 0.16,72.74,2015,f
 91,BARBARA,7, 0.18,74.09,2007,f
 76,BARBARA,11, 0.27,68.44,2008,f
 81,BARBARA,8, 0.20,69.46,2009,f
 106,BARBARA,6, 0.16,73.53,2010,f
 96,BARBARA,5, 0.16,72.9,2015,f
 60,BEATRIZ,13, 0.35,65.96,2006,f
 101,BEATRIZ,6, 0.16,75.85,2007,f
 117,BEATRIZ,5, 0.12,75.83,2008,f
 97,BEATRIZ,6, 0.15,72.37,2009,f
 84,BEATRIZ,8, 0.21,69.39,2010,f
 63,BEATRIZ,11, 0.30,65,2011,f
 106,BEATRIZ,5, 0.16,71.73,2016,f
 105,BELEN,5, 0.13,76.11,2006,f
 92,BELEN,7, 0.18,74.27,2007,f
 118,BELEN,5, 0.13,75.34,2010,f
 102,BELTRAN,5, 0.15,76.84,2015,m
 75,BELTRAN,10, 0.29,69.99,2014,m
 71,BELTRAN,10, 0.29,69.97,2013,m
 76,BELTRAN,10, 0.25,72.22,2012,m
 65,BELTRAN,12, 0.30,70.34,2011,m
 111,BELTRAN,5, 0.12,81.67,2009,m
 89,BELTRAN,7, 0.17,77.20,2008,m
 68,BELTRAN,12, 0.29,73.22,2007,m
 91,BELTRAN,7, 0.18,79.38,2006,m
 102,BERTA,6, 0.16,76.01,2007,f
 87,BLANCA,7, 0.19,73.21,2006,f
 67,BLANCA,12, 0.31,68.15,2007,f
 84,BLANCA,9, 0.22,70.37,2008,f
 77,BLANCA,9, 0.22,68.62,2009,f
 85,BLANCA,8, 0.21,69.6,2010,f
 97,BLANCA,6, 0.16,72.68,2011,f
 86,BLANCA,8, 0.22,70.97,2012,f
 65,BLANCA,9, 0.28,66.43,2013,f
 88,BLANCA,6, 0.19,71.68,2014,f
 97,BLANCA,5, 0.16,73.06,2015,f
 58,BLANCA,12, 0.38,59.68,2016,f
 95,BORJA,6, 0.18,75.69,2015,m
 96,BORJA,7, 0.21,75.12,2014,m
 84,BORJA,8, 0.23,73.35,2013,m
 77,BORJA,10, 0.25,72.47,2012,m
 71,BORJA,11, 0.27,72.06,2011,m
 53,BORJA,16, 0.41,66.91,2010,m
 56,BORJA,18, 0.42,68.66,2009,m
 77,BORJA,10, 0.24,74.70,2008,m
 55,BORJA,17, 0.41,68.91,2007,m
 40,BORJA,22, 0.55,63.15,2006,m
 107,BRIAN,5, 0.12,79.72,2008,m
 21,BRUNO,33, 1.03,40.26,2016,m
 31,BRUNO,27, 0.80,51.29,2015,m
 36,BRUNO,24, 0.70,53.05,2014,m
 25,BRUNO,35, 1.03,44.88,2013,m
 39,BRUNO,24, 0.60,58.18,2012,m
 38,BRUNO,29, 0.71,58.19,2011,m
 43,BRUNO,23, 0.58,61.87,2010,m
 44,BRUNO,24, 0.56,62.96,2009,m
 53,BRUNO,18, 0.43,67.25,2008,m
 64,BRUNO,13, 0.32,72.00,2007,m
 92,BRUNO,7, 0.18,79.55,2006,m
 81,BRYAN,8, 0.19,76.54,2007,m
 15,CANDELA,51, 1.37,36.19,2006,f
 21,CANDELA,43, 1.12,42.1,2007,f
 18,CANDELA,47, 1.13,37,2008,f
 27,CANDELA,38, 0.94,45.26,2009,f
 22,CANDELA,41, 1.07,38.36,2010,f
 28,CANDELA,33, 0.89,46.82,2011,f
 18,CANDELA,43, 1.18,35.32,2012,f
 25,CANDELA,34, 1.04,42.37,2013,f
 30,CANDELA,30, 0.94,47.37,2014,f
 18,CANDELA,40, 1.30,33.41,2015,f
 35,CANDELA,23, 0.73,47.64,2016,f
 8,CARLA,91, 2.44,24.99,2006,f
 6,CARLA,90, 2.33,19.82,2007,f
 5,CARLA,109, 2.63,16.76,2008,f
 5,CARLA,111, 2.74,16,2009,f
 6,CARLA,80, 2.10,16.61,2010,f
 4,CARLA,87, 2.34,12.19,2011,f
 7,CARLA,77, 2.11,18.69,2012,f
 7,CARLA,70, 2.15,17.38,2013,f
 7,CARLA,69, 2.16,17.16,2014,f
 10,CARLA,59, 1.92,21.89,2015,f
 5,CARLA,70, 2.22,12.77,2016,f
 27,CARLOS,28, 0.88,45.93,2016,m
 27,CARLOS,30, 0.89,47.91,2015,m
 34,CARLOS,25, 0.73,51.64,2014,m
 27,CARLOS,33, 0.97,46.84,2013,m
 31,CARLOS,34, 0.86,52.51,2012,m
 19,CARLOS,47, 1.16,41.56,2011,m
 30,CARLOS,34, 0.86,52.98,2010,m
 26,CARLOS,42, 0.99,49.74,2009,m
 31,CARLOS,37, 0.88,54.44,2008,m
 20,CARLOS,54, 1.32,43.86,2007,m
 24,CARLOS,44, 1.11,49.61,2006,m
 29,CARLOTA,29, 0.78,50.48,2006,f
 23,CARLOTA,42, 1.09,44.28,2007,f
 25,CARLOTA,38, 0.92,43.9,2008,f
 29,CARLOTA,36, 0.89,47.06,2009,f
 24,CARLOTA,39, 1.02,40.44,2010,f
 22,CARLOTA,42, 1.13,40.91,2011,f
 24,CARLOTA,39, 1.07,41.97,2012,f
 33,CARLOTA,29, 0.89,49.94,2013,f
 35,CARLOTA,27, 0.85,51.82,2014,f
 39,CARLOTA,24, 0.78,54.68,2015,f
 20,CARLOTA,32, 1.01,34.8,2016,f
 14,CARMEN,51, 1.37,34.82,2006,f
 16,CARMEN,50, 1.30,36.21,2007,f
 15,CARMEN,49, 1.18,33.54,2008,f
 10,CARMEN,60, 1.48,26.02,2009,f
 10,CARMEN,60, 1.57,23.98,2010,f
 16,CARMEN,53, 1.42,33.55,2011,f
 10,CARMEN,62, 1.70,24.4,2012,f
 18,CARMEN,41, 1.26,34.43,2013,f
 31,CARMEN,30, 0.94,48.31,2014,f
 20,CARMEN,39, 1.27,35.98,2015,f
 10,CARMEN,51, 1.62,22.03,2016,f
 45,CAROLINA,18, 0.48,59.54,2006,f
 28,CAROLINA,31, 0.80,49.08,2007,f
 49,CAROLINA,17, 0.41,59.16,2008,f
 32,CAROLINA,31, 0.77,49.53,2009,f
 47,CAROLINA,20, 0.52,57.15,2010,f
 36,CAROLINA,23, 0.62,52.83,2011,f
 48,CAROLINA,17, 0.47,59.15,2012,f
 52,CAROLINA,14, 0.43,62.29,2013,f
 78,CAROLINA,7, 0.22,69.7,2014,f
 54,CAROLINA,11, 0.36,62.91,2015,f
 71,CAROLINA,9, 0.29,63.99,2016,f
 106,CATALINA,5, 0.13,76.25,2006,f
 65,CATALINA,11, 0.27,65.53,2009,f
 98,CATALINA,6, 0.16,72.84,2011,f
 70,CATALINA,10, 0.27,66.92,2012,f
 58,CATALINA,10, 0.31,64.71,2014,f
 98,CATALINA,5, 0.16,73.23,2015,f
 61,CATALINA,11, 0.35,60.73,2016,f
 116,CAYETANA,5, 0.13,77.59,2006,f
 88,CAYETANA,8, 0.19,71.21,2008,f
 66,CAYETANA,11, 0.27,65.8,2009,f
 57,CAYETANA,15, 0.39,61.95,2010,f
 64,CAYETANA,11, 0.30,65.3,2011,f
 90,CAYETANA,7, 0.19,71.82,2012,f
 63,CAYETANA,9, 0.28,65.88,2013,f
 85,CAYETANA,6, 0.20,70.92,2015,f
 72,CAYETANA,9, 0.29,64.28,2016,f
 72,CECILIA,11, 0.30,69.72,2006,f
 57,CECILIA,14, 0.36,64.67,2007,f
 54,CECILIA,16, 0.39,61.17,2008,f
 50,CECILIA,18, 0.44,59.98,2009,f
 62,CECILIA,12, 0.31,63.68,2010,f
 57,CECILIA,14, 0.38,62.99,2011,f
 51,CECILIA,15, 0.41,60.44,2012,f
 67,CECILIA,8, 0.25,66.95,2013,f
 69,CECILIA,8, 0.25,67.66,2014,f
 72,CECILIA,7, 0.23,68.09,2015,f
 107,CECILIA,5, 0.16,71.89,2016,f
 28,CELIA,32, 0.86,49.7,2006,f
 18,CELIA,46, 1.19,38.65,2007,f
 16,CELIA,48, 1.16,34.7,2008,f
 21,CELIA,41, 1.01,39.48,2009,f
 23,CELIA,40, 1.05,39.41,2010,f
 19,CELIA,47, 1.26,37.47,2011,f
 28,CELIA,35, 0.96,45.96,2012,f
 11,CELIA,48, 1.47,25.08,2013,f
 17,CELIA,42, 1.32,33.03,2014,f
